pure_tweet,toxic
my motherinlaw died because of lockdown she died because her doctor couldnt be bothered to see her we are killing peop,0
bill gates charged with murder for covid vaccine death in indias high court lets hope it goes further than the mala,0
headline should say australia abducts threatens amp imprisons innocent citizens,0
when news emerged on november th in south africa of a worrying new variant of the sarscov virus many countries bann,0
source,0
im still bitter that i didnt get to go to the philippines last december bc of covid,0
latest the uk governments handling of the coronavirus pandemic was grossly negligent and amounted to misconduct in public offic,0
i still marvel at how he is a piece of shit on every conceivable level professional personal political i dont kno,0
last year i called trump a biological terrorist for knowingly exposing people to covid and farright sites like,0
howewwww bout dat,0
remember when most early nyc covid cases came from europe but the us government banned travel from asia instead,0
latest here,0
lebron james has covid and he is fully vaccinated am i allowed to laugh at this,0
whitey you also referenced heart attacks when this article clearly stated it was a blood,0
if the quality system gmdp is being compromised then lot size is not important its a defective batch not picke,0
mep the question today must not be how to vaccinate the world but why should we do it we all call va,0
the fact this was right before covid and now meet n greets arent like these at theme parks currently is crazy,0
bombshell from former chief of staff mark meadows new book trump tested positive for covid three days before debate with,0
and when it becomes mandatory microchips are gaining popularity in sweden and now swedes are getting covid vaccine passpo,0
the covid pandemic has pressured our own mental health amp ncs mental health services like nothing weve ever experience,0
