,pure_tweet,toxic
1704,national guard members who refuse to be vaccinated against the coronavirus will be barred from training and have their pay,0
1706,how many criminals or accomplices can you identify in this line up district attorney john chisholm racist darrel brooks,0
1707,the epidemiological relevance of the covidvaccinated population is increasing the lancet regional health europe,0
1708,world health organisation whistleblower dr astrid stuckelberger states that world governments will continue manipulat,0
1709,the jabs dont work never have worked the scaremongering covid passes and mandates are just governments poor attempt,0
1710,bigone correct the smart thing to do would be to live life normally like sweden and just get t,0
1711,theres so many folks who do this or i came in contact w someone whos positive and symptomatic but i got tested,0
1712,ive just cancelled our all day major cancer resection due to lack of icu beds the cancer may be too big to operate b,0
1713,how should the world respond to omicron the admirable work of south africas scientists and their exemplary openness bou,0
1714,and btw this is incredible a confounding array of covid rules and lax enforcement of mask weari,0
1715,latest here,0
1717,seek and you will find omicron is spreading around the world but you can only find what you search for genomic sequen,0
1718,more trouble with myocarditis in male adolescence this data show why countries should never rush blindly into mass vacc,0
1719,peter navarro to newsmax overdeploying vaccine creating vaccine resistant mutations via,0
1720,joe trump tested positive for covid few days before biden debate chief of staff says in new book,0
1721,good point how many violent crimes kill people in sa police amp government inad,0
1722,a post for my grandchildren in years hello grandchildren of course ivermectin helped eliminate covid and stopped deat,0
1724,edward im no dr but think this needs further research my stepmom dad me and my wife all had some sort of unexplai,0
1725,just to recap the rand took an alltime low our economy is suffering sa tourism doesnt stand a chance and were ba,0
1728,latest here,0
1729,my most proud himbo moment at claw opening the wrong end of a ziploc bag for my returntocanada covid test i have bee,0
1732,greek prime minister kyriakos mitsotakis announcing mandatory covid jabs for all greeks above years of age or be fined,0
1733,burley lets fire the nurses and doctors who actually know medicine and hire a bunch of covid enthusiasts yay progressivism,0
1734,free covid vaccinations today from am at central behavioral hospital in orlando fl pfizer moderna jampj va,0
1735,moderna and pfizer are covid companies they need covid to remain profitable without covid moderna is down,0
1736,antivaccine christian broadcaster marcus lamb dies at after contracting covid via,0
1739,funnily enough that is exactly how mutations work get weaker so as not to kill the host and therefore the virus i,0
1740,my motherinlaw died because of lockdown she died because her doctor couldnt be bothered to see her we are killing peop,0
1741,bill gates charged with murder for covid vaccine death in indias high court lets hope it goes further than the mala,0
1742,headline should say australia abducts threatens amp imprisons innocent citizens,0
1743,when news emerged on november th in south africa of a worrying new variant of the sarscov virus many countries bann,0
1744,source,0
1745,im still bitter that i didnt get to go to the philippines last december bc of covid,0
